Purpose,Cameras,pixel,Latitude,Longitude
Child Protection,4,200,37.500246,127.056322
Life Security,3,200,37.500097,127.058371
Life Security,4,200,37.499131,127.059036
Life Security,4,200,37.497489,127.055216
Life Security,5,200,37.503429,127.055392
Life Security,5,200,37.501115,127.056896
Life Security,4,200,37.503753,127.055694
Life Security,5,200,37.500808,127.056091
Life Security,3,200,37.498731,127.052761
Child Protection,4,200,37.49841,127.054793
Life Security,5,200,37.50335,127.057299
Life Security,4,400,37.503125,127.049918
Life Security,4,400,37.499962,127.053323
Life Security,4,400,37.502361,127.056918
Life Security,4,400,37.499907,127.051338
Life Security,4,200,37.488714,127.061791
Life Security,4,200,37.488942,127.06461
Life Security,3,200,37.48966,127.067125
Life Security,4,200,37.488295,127.059519
Life Security,4,400,37.483577,127.063603
Life Security,4,200,37.486692,127.059615
Child Protection,4,200,37.484022,127.061651
Life Security,5,200,37.482116,127.043871
Life Security,4,200,37.484722,127.046564
Life Security,4,200,37.4845,127.042465
Life Security,4,200,37.483794,127.04607
Life Security,5,200,37.481648,127.044278
Life Security,5,200,37.482408,127.045507
Life Security,4,200,37.485043,127.045593
Life Security,4,200,37.490949,127.0488
Life Security,4,200,37.483502,127.043637
Life Security,3,400,37.488562,127.053709
Life Security,5,400,37.487229,127.052253
Life Security,3,200,37.485783,127.045502
Life Security,1,41,37.517457,127.050995
Life Security,1,200,37.519483,127.057014
Life Security,1,41,37.499907,127.037393
Life Security,1,41,37.496467,127.04232
Life Security,1,41,37.496097,127.043521
Life Security,1,41,37.495213,127.040475
Life Security,1,41,37.493744,127.041162
Life Security,4,200,37.495173,127.042507
Life Security,4,400,37.495824,127.044886
Child Protection,4,200,37.495265,127.045057
Life Security,1,41,37.494503,127.042762
Life Security,1,41,37.493705,127.042339
Life Security,4,200,37.494637,127.045417
Life Security,1,200,37.501026,127.042382
Life Security,1,200,37.495747,127.04074
Life Security,1,200,37.498071,127.039246
Life Security,1,200,37.497713,127.048589
Life Security,1,200,37.497902,127.041644
Life Security,4,200,37.49753,127.044485
Life Security,4,200,37.493964,127.043421
Child Protection,4,200,37.494679,127.044843
Life Security,4,200,37.495577,127.047927
Life Security,5,200,37.495556,127.043779
Life Security,5,200,37.495831,127.042637
Life Security,3,200,37.492086,127.076956
Child Protection,4,200,37.492013,127.074471
Child Protection,4,200,37.496657,127.07748
Life Security,4,200,37.49051,127.077252
Life Security,4,200,37.493058,127.072447
Life Security,5,200,37.495578,127.079158
Child Protection,3,200,37.493378,127.074601
Child Protection,4,200,37.493824,127.077382
Life Security,3,400,37.492682,127.072343
Life Security,2,200,37.497031,127.074379
Child Protection,4,200,37.484851,127.086289
Child Protection,4,200,37.483501,127.079761
Life Security,1,41,37.483282,127.07787
Life Security,1,41,37.482889,127.077031
Life Security,1,41,37.480908,127.076581
Life Security,1,41,37.480627,127.078405
Life Security,1,200,37.480811,127.08098
Child Protection,1,41,37.48129,127.08421
Child Protection,1,41,37.485789,127.086119
Life Security,1,41,37.485526,127.091019
Life Security,1,41,37.528653,127.022649
Life Security,3,200,37.530148,127.023759
Life Security,1,41,37.525494,127.019419
Life Security,4,200,37.526141,127.020881
Life Security,4,200,37.520767,127.020476
Life Security,4,200,37.52001,127.025213
Child Protection,3,200,37.519899,127.023743
Life Security,3,200,37.520044,127.025696
Child Protection,4,200,37.522766,127.024522
Life Security,5,200,37.519567,127.020364
Life Security,4,200,37.523499,127.02693
Life Security,4,200,37.520844,127.025095
Life Security,4,200,37.524077,127.026619
Life Security,3,200,37.517825,127.020734
Life Security,5,200,37.522135,127.019967
Life Security,5,200,37.523356,127.022424
Life Security,4,200,37.518552,127.020165
Life Security,4,200,37.520153,127.02046
Life Security,3,200,37.51959,127.050806
Life Security,5,200,37.527706,127.049955
Life Security,5,200,37.520977,127.044278
Life Security,1,200,37.500696,127.053811
Life Security,1,200,37.503484,127.05484
Life Security,5,200,37.503364,127.05326
Life Security,3,200,37.49988,127.052327
Life Security,4,200,37.500519,127.055153
Life Security,1,200,37.488909,127.048699
Life Security,5,200,37.487701,127.046328
Life Security,1,41,37.488348,127.047948
Life Security,5,200,37.489991,127.037294
Life Security,5,200,37.490851,127.038217
Life Security,1,200,37.504102,127.025439
Life Security,1,200,37.498033,127.033453
Life Security,1,41,37.498544,127.036243
Life Security,5,200,37.498544,127.036243
Life Security,1,41,37.496808,127.034735
Child Protection,3,200,37.497463,127.035974
Life Security,5,200,37.49619,127.037138
Life Security,5,200,37.496407,127.036312
Life Security,1,41,37.49462,127.034247
Life Security,1,41,37.495033,127.035733
Life Security,4,200,37.495684,127.034376
Life Security,1,41,37.49413,127.036339
Life Security,4,200,37.518813,127.054423
Life Security,1,41,37.517304,127.054932
Child Protection,4,200,37.517928,127.05299
Life Security,1,41,37.516615,127.052293
Life Security,1,41,37.515943,127.053859
Life Security,1,41,37.51576,127.052411
Child Protection,1,41,37.514828,127.053269
Child Protection,3,200,37.514007,127.054669
Life Security,1,41,37.514668,127.058913
Child Protection,1,41,37.519485,127.060742
Life Security,1,41,37.518606,127.060372
Child Protection,1,41,37.516805,127.060022
Life Security,1,41,37.516428,127.061359
Life Security,4,200,37.518451,127.062035
Life Security,4,200,37.501151,127.026313
Life Security,5,200,37.492987,127.035685
Child Protection,5,200,37.504611,127.038297
Life Security,1,200,37.503784,127.026429
Life Security,1,200,37.502572,127.034699
Life Security,5,400,37.492863,127.037976
Life Security,3,400,37.506609,127.039247
Life Security,4,200,37.496175,127.051116
Life Security,3,200,37.50037,127.050136
Life Security,5,200,37.498651,127.041203
Traffic Control,1,41,37.524775,127.050334
Traffic Control,1,200,37.523648,127.044555
Traffic Control,1,400,37.524531,127.051768
Child Protection,1,41,37.526287,127.047158
Traffic Control,1,200,37.517988,127.044889
Traffic Control,1,400,37.518443,127.047314
Traffic Control,1,200,37.522653,127.055271
Traffic Control,1,200,37.523271,127.041525
Traffic Control,1,400,37.521614,127.039782
Child Protection,1,200,37.520857,127.059004
Traffic Control,1,200,37.523822,127.042906
Traffic Control,1,400,37.525789,127.040138
Traffic Control,1,200,37.526421,127.054611
Traffic Control,2,41,37.52459,127.053896
Traffic Control,1,200,37.527324,127.053719
Traffic Control,1,200,37.522849,127.047923
Traffic Control,1,41,37.525422,127.051233
Traffic Control,1,200,37.522913,127.043188
Life Security,1,200,37.48399,127.07919
Child Protection,1,200,37.484016,127.078214
Life Security,5,200,37.482577,127.079873
Life Security,1,200,37.482863,127.079196
Life Security,1,41,37.485205,127.093043
Life Security,5,200,37.519267,127.02945
Life Security,4,200,37.519823,127.033476
Life Security,4,200,37.518297,127.031643
Life Security,5,200,37.516259,127.03157
Life Security,1,200,37.516736,127.030849
Life Security,4,200,37.52209,127.038558
Life Security,3,200,37.5212,127.035802
Life Security,5,200,37.520512,127.037675
Life Security,5,200,37.519104,127.039625
Life Security,1,41,37.519988,127.038574
Life Security,2,200,37.518685,127.037776
Life Security,1,200,37.517279,127.036232
Life Security,5,200,37.517755,127.038517
Life Security,4,200,37.516695,127.036188
Life Security,4,200,37.513926,127.033314
Life Security,5,200,37.512003,127.033436
Life Security,1,41,37.511803,127.033525
Life Security,5,200,37.522637,127.051827
Life Security,3,200,37.526764,127.053554
Child Protection,4,200,37.520497,127.046515
Life Security,4,200,37.520391,127.055112
Life Security,3,200,37.525228,127.04062
Child Protection,3,200,37.522569,127.043409
Life Security,4,200,37.523062,127.058294
Life Security,4,200,37.520018,127.052491
Life Security,4,200,37.520931,127.046244
Life Security,5,400,37.523554,127.052129
Life Security,3,400,37.524966,127.055666
Life Security,5,400,37.518778,127.042516
Life Security,5,400,37.525968,127.045204
Child Protection,4,400,37.519342,127.045028
Life Security,3,200,37.520097,127.047392
Life Security,4,200,37.520078,127.048566
Life Security,3,200,37.521312,127.057625
Life Security,4,200,37.526061,127.050131
Life Security,5,200,37.526675,127.049501
Life Security,4,200,37.521226,127.046979
Child Protection,1,200,37.52111,127.059937
Life Security,5,200,37.492577,127.037047
Life Security,1,200,37.493964,127.038791
Life Security,1,41,37.492411,127.039048
Life Security,1,41,37.492717,127.039799
Life Security,1,41,37.492139,127.03827
Life Security,1,41,37.496863,127.030191
Life Security,1,41,37.495207,127.030926
Life Security,1,41,37.496429,127.033314
Life Security,1,41,37.494122,127.032396
Life Security,4,200,37.494914,127.030224
Life Security,1,41,37.492841,127.035025
Child Protection,5,400,37.492083,127.032504
Life Security,1,41,37.490853,127.033925
Life Security,4,400,37.491721,127.033507
Child Protection,1,41,37.490598,127.03312
Life Security,1,41,37.49136,127.035695
Life Security,1,200,37.504353,127.029811
Life Security,1,200,37.505123,127.029489
Child Protection,1,200,37.486488,127.037986
Traffic Control,1,200,37.487854,127.051724
Traffic Control,1,41,37.488562,127.053709
Life Security,4,400,37.497123,127.037599
Life Security,4,400,37.501976,127.031567
Life Security,4,400,37.503729,127.031644
Life Security,5,400,37.499808,127.029481
Life Security,5,400,37.503291,127.034897
Life Security,5,400,37.495487,127.031712
Life Security,4,400,37.493426,127.030879
Life Security,4,200,37.501886,127.033707
Life Security,4,200,37.505993,127.033875
Life Security,3,200,37.496719,127.03072
Life Security,3,200,37.49599,127.035626
Life Security,4,200,37.507796,127.043112
Life Security,5,200,37.502661,127.033147
Life Security,3,200,37.502179,127.032579
Life Security,3,200,37.501244,127.032401
Life Security,3,200,37.494763,127.032158
Life Security,4,200,37.504705,127.036639
Child Protection,4,200,37.500047,127.049265
Life Security,5,200,37.499826,127.041758
Life Security,5,200,37.499322,127.039788
Life Security,5,200,37.498234,127.039816
Life Security,1,41,37.497475,127.040737
Child Protection,1,200,37.522824,127.056864
Traffic Control,1,200,37.521071,127.057758
Traffic Control,1,200,37.521896,127.041348
Disaster Detection,1,200,37.527189,127.019853
Disaster Detection,1,200,37.526383,127.018577
Disaster Detection,1,200,37.526384,127.018584
Disaster Detection,1,200,37.481433,127.046766
Disaster Detection,1,41,37.483966,127.04966
Disaster Detection,1,200,37.489884,127.062953
Disaster Detection,1,200,37.500396,127.074379
Disaster Detection,1,200,37.504617,127.067833
Disaster Detection,1,200,37.50467,127.067924
Life Security,3,200,37.476374,127.048493
Life Security,4,200,37.473407,127.053009
Life Security,4,200,37.480622,127.046658
Life Security,4,200,37.477944,127.046524
Life Security,4,200,37.477659,127.052245
Life Security,4,200,37.476359,127.046675
Child Protection,4,200,37.475862,127.048412
Life Security,4,400,37.474508,127.049052
Life Security,4,400,37.476873,127.047237
Life Security,4,200,37.510871,127.033144
Life Security,1,41,37.510065,127.03584
Life Security,1,41,37.509034,127.033984
Life Security,1,41,37.509047,127.035408
Child Protection,4,200,37.515605,127.038423
Life Security,1,41,37.515494,127.040653
Life Security,1,41,37.513468,127.036394
Life Security,4,200,37.513173,127.040596
Life Security,4,400,37.513282,127.037507
Life Security,1,41,37.510821,127.037695
Life Security,1,41,37.512064,127.038017
Child Protection,1,41,37.511357,127.039306
Life Security,5,200,37.470954,127.092305
Child Protection,4,200,37.463653,127.105824
Life Security,5,200,37.467305,127.097746
Life Security,4,200,37.463889,127.106943
Life Security,4,200,37.473741,127.108421
Life Security,1,200,37.476354,127.110345
Life Security,1,200,37.475761,127.110711
Life Security,1,200,37.475139,127.111173
Life Security,3,200,37.474322,127.111741
Disaster Detection,1,85,37.472222,127.052631
Disaster Detection,1,85,37.475211,127.058465
Disaster Detection,1,85,37.474487,127.069963
Disaster Detection,1,85,37.481673,127.070038
Disaster Detection,1,85,37.482204,127.071023
Disaster Detection,1,85,37.483717,127.072967
Disaster Detection,1,85,37.485215,127.07536
Life Security,4,200,37.507109,127.062732
Life Security,5,200,37.505994,127.062603
Life Security,5,200,37.506736,127.061461
Life Security,5,200,37.503968,127.061209
Life Security,4,200,37.505256,127.059149
Life Security,1,41,37.503966,127.059036
Child Protection,4,200,37.502726,127.059943
Life Security,1,41,37.503311,127.061375
Life Security,4,200,37.502972,127.060844
Child Protection,4,200,37.503966,127.064438
Child Protection,1,41,37.503813,127.06292
Life Security,1,41,37.502266,127.061595
Life Security,3,200,37.501611,127.0627
Life Security,1,41,37.501564,127.064652
Traffic Control,1,41,37.486278,127.050734
Traffic Control,1,41,37.487718,127.053155
Child Protection,1,200,37.494831,127.053452
Traffic Control,1,200,37.489343,127.055
Traffic Control,1,200,37.485618,127.046047
Traffic Control,1,200,37.487229,127.052253
Traffic Control,1,41,37.512367,127.057103
Traffic Control,1,41,37.511554,127.057537
Traffic Control,1,41,37.51088,127.057909
Traffic Control,1,400,37.509963,127.058407
Traffic Control,1,41,37.509275,127.058775
Traffic Control,1,200,37.513327,127.060349
Traffic Control,1,200,37.510774,127.061772
Traffic Control,1,400,37.511744,127.061212
Traffic Control,1,41,37.50857,127.05589
Traffic Control,1,200,37.509381,127.062452
Traffic Control,1,200,37.509956,127.062926
Traffic Control,1,200,37.509297,127.063963
Traffic Control,1,200,37.512513,127.056709
Traffic Control,1,200,37.515073,127.064304
Traffic Control,1,41,37.511284,127.062209
Life Security,1,41,37.499612,127.042197
Traffic Control,1,200,37.495215,127.030885
Traffic Control,1,200,37.503459,127.040628
Traffic Control,1,400,37.502274,127.040985
Traffic Control,1,200,37.501244,127.035144
Traffic Control,1,400,37.50223,127.03644
Traffic Control,1,200,37.501495,127.038388
Traffic Control,1,200,37.500248,127.035839
Traffic Control,1,200,37.499239,127.037487
Traffic Control,1,400,37.508179,127.037382
Traffic Control,1,200,37.507641,127.039211
Traffic Control,1,41,37.505981,127.041381
Traffic Control,1,200,37.505656,127.0483
Traffic Control,1,200,37.504307,127.042208
Traffic Control,1,41,37.504149,127.043683
Traffic Control,1,41,37.498544,127.030297
Traffic Control,1,200,37.497351,127.031726
Traffic Control,1,41,37.49573,127.032494
Child Protection,1,41,37.494193,127.03349
Traffic Control,1,41,37.504356,127.047725
Traffic Control,1,41,37.499244,127.027274
Life Security,3,400,37.478369,127.051176
Life Security,3,400,37.474427,127.051524
Child Protection,3,200,37.481536,127.052108
Life Security,4,200,37.47482,127.054371
Life Security,3,200,37.4737,127.052372
Life Security,4,200,37.472837,127.052261
Life Security,1,200,37.51736,127.024689
Life Security,5,200,37.514015,127.021656
Life Security,4,200,37.515772,127.026695
Life Security,4,200,37.51762,127.027657
Life Security,1,200,37.512453,127.022419
Life Security,1,41,37.5137,127.027017
Life Security,5,200,37.510668,127.026718
Life Security,1,41,37.507643,127.023841
Child Protection,5,200,37.507608,127.025948
Child Protection,1,41,37.508887,127.027004
Life Security,1,41,37.507865,127.027446
Child Protection,1,41,37.507427,127.026994
Life Security,1,41,37.506421,127.02562
Life Security,1,41,37.506841,127.028533
Life Security,1,41,37.511413,127.04518
Life Security,2,200,37.4737,127.112149
Life Security,5,200,37.465694,127.109268
Life Security,4,200,37.463279,127.103684
Life Security,3,200,37.471764,127.109549
Child Protection,4,200,37.469226,127.091725
Child Protection,4,200,37.474154,127.107648
Child Protection,5,200,37.466975,127.097172
Life Security,5,200,37.464742,127.092926
Life Security,4,200,37.469608,127.090367
Child Protection,5,200,37.472883,127.100143
Child Protection,4,200,37.473227,127.098246
Life Security,4,400,37.468333,127.102349
Life Security,5,400,37.465513,127.094908
Life Security,4,400,37.469008,127.104064
Life Security,4,400,37.477364,127.114858
Life Security,4,400,37.464939,127.103792
Life Security,4,400,37.465112,127.101389
Life Security,4,400,37.465857,127.100514
Life Security,3,400,37.463483,127.107551
Life Security,4,200,37.481139,127.100349
Life Security,3,200,37.46963,127.088968
Life Security,1,200,37.501938,127.065382
Life Security,1,41,37.502717,127.062153
Life Security,3,200,37.500921,127.064642
Life Security,1,41,37.498759,127.062786
Life Security,1,41,37.499134,127.063794
Life Security,1,200,37.498274,127.068054
Life Security,1,200,37.499083,127.072313
Life Security,1,200,37.493022,127.064009
Life Security,1,200,37.491098,127.065382
Life Security,1,200,37.490684,127.065167
Child Protection,1,200,37.495414,127.06668
Life Security,1,200,37.495312,127.069513
Life Security,4,200,37.504573,127.060275
Life Security,1,200,37.504258,127.059621
Life Security,1,200,37.501474,127.063333
Life Security,5,200,37.521472,127.025932
Life Security,3,200,37.5198,127.02689
Life Security,1,200,37.519034,127.020293
Life Security,3,400,37.519516,127.023565
Life Security,4,200,37.519199,127.023939
Life Security,3,200,37.526064,127.027699
Traffic Control,1,200,37.51422,127.052874
Traffic Control,1,200,37.50875,127.062039
Traffic Control,1,400,37.513273,127.055039
Traffic Control,1,400,37.514075,127.058436
Traffic Control,1,200,37.50768,127.059429
TrafficInfo Collect,1,100,37.511892,127.049277
TrafficInfo Collect,1,100,37.512249,127.050501
Life Security,1,41,37.493482,127.059095
Life Security,1,200,37.49455,127.06322
Child Protection,1,41,37.499331,127.053425
Life Security,4,200,37.485633,127.042025
Life Security,1,41,37.503414,127.028221
Life Security,1,200,37.503851,127.026222
Life Security,1,41,37.50225,127.04474
Disaster Detection,1,41,37.486292,127.105771
Disaster Detection,1,200,37.472408,127.118972
TrafficInfo Collect,1,100,37.522358,127.035695
TrafficInfo Collect,1,100,37.523408,127.038999
TrafficInfo Collect,1,100,37.523822,127.042906
TrafficInfo Collect,1,100,37.523648,127.044555
TrafficInfo Collect,1,100,37.52461,127.048703
TrafficInfo Collect,1,100,37.524531,127.051768
Traffic Control,1,200,37.500361,127.034692
Traffic Control,1,200,37.494806,127.029424
Child Protection,1,200,37.491493,127.034729
Child Protection,1,41,37.508355,127.040328
Traffic Control,1,200,37.508425,127.038432
Traffic Control,1,200,37.494654,127.035076
Child Protection,1,400,37.493051,127.035839
Traffic Control,1,200,37.492443,127.039033
Traffic Control,1,200,37.50009,127.038885
Child Protection,1,41,37.480731,127.053025
Life Security,4,200,37.47429,127.055615
Life Security,1,200,37.472963,127.050058
Life Security,1,41,37.473323,127.052232
Life Security,4,200,37.474397,127.052146
Life Security,5,200,37.473911,127.049817
Life Security,4,200,37.475291,127.048313
Life Security,5,200,37.477968,127.049286
Life Security,3,200,37.478548,127.052177
Life Security,5,200,37.477812,127.049053
Life Security,5,200,37.476259,127.049094
Life Security,1,41,37.478066,127.047366
Child Protection,5,200,37.513089,127.045845
Child Protection,1,41,37.512017,127.047041
Life Security,1,41,37.512634,127.049235
Life Security,3,200,37.514119,127.049412
Child Protection,1,41,37.512707,127.050812
Life Security,4,200,37.510575,127.048103
Life Security,4,400,37.511724,127.051687
Life Security,1,41,37.511438,127.053146
Life Security,1,200,37.510196,127.053779
Child Protection,3,200,37.510485,127.050871
Life Security,1,41,37.508796,127.05372
Life Security,1,41,37.507826,127.054246
Life Security,1,41,37.506251,127.050185
Life Security,1,41,37.506864,127.052347
Life Security,1,200,37.515347,127.04336
Life Security,1,200,37.513038,127.048699
Life Security,1,200,37.510907,127.047663
Life Security,1,200,37.511443,127.049841
Life Security,1,200,37.515638,127.049401
Life Security,4,200,37.514362,127.043962
Life Security,1,200,37.51106,127.048516
Life Security,5,200,37.48155,127.099849
Life Security,5,200,37.472734,127.108696
Life Security,1,41,37.484123,127.089383
Child Protection,3,200,37.482322,127.087005
Child Protection,3,200,37.483911,127.077741
Life Security,3,200,37.482767,127.077953
Life Security,3,200,37.483369,127.086039
Child Protection,3,200,37.485634,127.08432
Life Security,3,200,37.480048,127.083877
Life Security,4,200,37.481216,127.077905
Life Security,3,200,37.484584,127.089037
Life Security,3,200,37.484081,127.081788
Life Security,1,41,37.484273,127.094613
Child Protection,3,200,37.486124,127.082977
Life Security,3,200,37.481036,127.077121
Child Protection,5,200,37.485222,127.081985
Life Security,4,200,37.482114,127.090447
Life Security,4,400,37.488659,127.082233
Child Protection,4,200,37.485466,127.083237
Life Security,3,400,37.482528,127.088394
Life Security,3,400,37.485487,127.0874
Life Security,3,200,37.52165,127.029263
Life Security,4,200,37.522025,127.029725
Life Security,5,200,37.523633,127.029135
Life Security,1,41,37.525445,127.030626
Life Security,1,41,37.526449,127.029907
Life Security,4,200,37.525513,127.029253
Life Security,1,41,37.528883,127.032801
Life Security,3,200,37.528289,127.033174
Life Security,1,41,37.527813,127.031522
Life Security,1,41,37.525847,127.032627
Life Security,1,41,37.523584,127.030438
Child Protection,3,200,37.524101,127.032241
Life Security,1,41,37.522367,127.031404
Life Security,5,200,37.521644,127.031307
Life Security,3,200,37.522231,127.033099
Life Security,4,200,37.522569,127.034107
Life Security,5,200,37.525313,127.034274
Life Security,1,41,37.527694,127.035255
Life Security,1,41,37.528381,127.033748
Life Security,1,41,37.527175,127.036854
Life Security,1,41,37.525505,127.035776
TrafficInfo Collect,1,100,37.517988,127.044889
TrafficInfo Collect,1,100,37.517961,127.046362
Life Security,1,300,37.466587,127.108662
Life Security,1,300,37.466584,127.10859
Life Security,1,200,37.479205,127.064825
Life Security,4,200,37.483381,127.052749
Life Security,4,200,37.490059,127.035202
Life Security,1,41,37.488689,127.038453
Life Security,1,41,37.48652,127.039182
Child Protection,1,41,37.485992,127.038083
Child Protection,1,200,37.486516,127.036403
Life Security,5,200,37.489453,127.033276
Life Security,1,41,37.488448,127.034038
Life Security,5,200,37.486716,127.033914
Life Security,1,41,37.487026,127.034794
Life Security,1,41,37.485464,127.036232
Life Security,1,41,37.48575,127.036967
Life Security,1,41,37.488976,127.037809
Life Security,1,200,37.488827,127.033158
Life Security,1,200,37.486043,127.035223
Life Security,5,200,37.485745,127.034472
Life Security,4,200,37.488525,127.045072
Life Security,5,200,37.480069,127.045635
Life Security,5,200,37.47962,127.046476
Life Security,3,200,37.480445,127.047303
Life Security,5,200,37.480458,127.047302
Life Security,5,200,37.48041,127.04898
Life Security,1,41,37.480831,127.048029
Child Protection,1,41,37.475901,127.053693
Life Security,1,200,37.47692,127.047522
Life Security,1,200,37.479681,127.046179
Child Protection,1,200,37.480444,127.052545
Life Security,1,200,37.4748,127.055206
Life Security,1,200,37.472039,127.051007
Life Security,1,200,37.472879,127.051359
Life Security,1,200,37.475329,127.053847
Life Security,1,200,37.476829,127.050637
Life Security,4,200,37.477494,127.050958
Life Security,1,200,37.475355,127.047715
Life Security,1,200,37.47902,127.045194
Life Security,1,41,37.517813,127.061713
Life Security,1,41,37.518412,127.062952
Life Security,1,200,37.51817,127.064964
Life Security,5,200,37.50983,127.052561
Life Security,1,200,37.513889,127.045373
Life Security,4,200,37.51197,127.052502
Life Security,4,200,37.51126,127.051188
Life Security,4,200,37.509958,127.046022
Life Security,3,200,37.496452,127.047578
Life Security,3,200,37.494092,127.044244
Life Security,5,400,37.502181,127.04482
Life Security,4,400,37.502809,127.049402
Life Security,4,200,37.515098,127.048897
Life Security,5,400,37.512131,127.037561
Life Security,4,400,37.496869,127.042934
Life Security,1,200,37.498526,127.040803
Life Security,1,200,37.496035,127.041276
Life Security,5,200,37.499626,127.040758
Life Security,3,200,37.499269,127.041427
Life Security,4,200,37.496052,127.040597
Life Security,5,200,37.494424,127.04213
Life Security,5,200,37.495398,127.043407
Child Protection,5,200,37.491837,127.082352
Life Security,4,200,37.494107,127.082174
Life Security,4,200,37.492943,127.084089
Life Security,4,400,37.48158,127.080105
Life Security,3,400,37.484641,127.085035
Life Security,4,200,37.484297,127.079761
Life Security,5,200,37.522897,127.043155
Life Security,4,200,37.522661,127.04776
Life Security,1,41,37.521293,127.048202
Life Security,1,41,37.521993,127.046909
Life Security,1,41,37.522652,127.046714
Life Security,1,41,37.522266,127.046264
Life Security,1,41,37.523097,127.04556
Life Security,1,41,37.521948,127.045256
Life Security,5,200,37.521438,127.043923
Life Security,4,200,37.51031,127.041071
Life Security,1,200,37.520258,127.039756
Life Security,1,200,37.519443,127.038723
Life Security,1,200,37.512987,127.034488
Life Security,1,200,37.51082,127.034622
Child Protection,1,200,37.516008,127.040078
Life Security,1,200,37.511151,127.041779
Child Protection,1,200,37.511551,127.039977
Life Security,1,200,37.510585,127.041978
Life Security,1,200,37.512189,127.042248
Life Security,3,200,37.523654,127.035196
Life Security,3,200,37.524709,127.037541
Life Security,4,200,37.526381,127.036972
Disaster Detection,1,85,37.479888,127.081061
Disaster Detection,1,85,37.483455,127.094476
Facility Management,1,41,37.492137,127.054725
Facility Management,1,41,37.492188,127.054961
Facility Management,1,41,37.486989,127.053674
Facility Management,1,41,37.491952,127.095853
Facility Management,1,41,37.492579,127.095705
Facility Management,1,41,37.485196,127.037645
Facility Management,1,41,37.508549,127.063905
Facility Management,1,41,37.508762,127.064018
Facility Management,1,41,37.496866,127.070217
Facility Management,1,41,37.487218,127.100618
Facility Management,1,41,37.487229,127.100643
Facility Management,1,41,37.487243,127.100669
Facility Management,1,41,37.487251,127.100692
Facility Management,1,41,37.487262,127.100716
Facility Management,1,41,37.487272,127.100745
Life Security,4,200,37.487044,127.044466
Life Security,1,41,37.488614,127.034236
Life Security,3,200,37.492705,127.044128
Life Security,4,200,37.489906,127.035442
Life Security,3,200,37.488828,127.034551
Life Security,4,200,37.488944,127.047207
Child Protection,3,200,37.490579,127.038206
Life Security,3,200,37.489896,127.041677
Life Security,4,200,37.487276,127.035341
Life Security,5,200,37.488656,127.037372
Life Security,1,200,37.485169,127.037252
Life Security,1,200,37.485169,127.037252
Life Security,4,200,37.489872,127.036554
Life Security,5,200,37.491328,127.039622
Life Security,1,200,37.50255,127.0279
Life Security,1,200,37.501974,127.032911
Life Security,1,200,37.506711,127.037181
Life Security,1,200,37.504949,127.035894
Life Security,1,200,37.505817,127.038394
Life Security,1,200,37.506575,127.042766
Life Security,4,200,37.508302,127.043544
Life Security,1,41,37.516545,127.066096
Life Security,4,400,37.515966,127.064159
Life Security,1,41,37.516945,127.063199
Life Security,3,200,37.512566,127.054959
Life Security,4,200,37.512179,127.055935
Life Security,1,41,37.511707,127.054101
Life Security,4,200,37.511111,127.056391
Life Security,3,400,37.510536,127.057121
Life Security,4,200,37.509587,127.056198
Life Security,1,41,37.508941,127.057271
Life Security,3,200,37.508324,127.059063
Life Security,1,41,37.512517,127.063031
Life Security,1,41,37.513017,127.064942
Life Security,1,200,37.518157,127.05579
Life Security,1,200,37.516098,127.060275
Life Security,1,200,37.517451,127.062324
Life Security,1,200,37.5184,127.061627
Life Security,1,200,37.516906,127.061691
Life Security,3,200,37.519885,127.058687
Child Protection,3,200,37.511823,127.055275
Life Security,3,200,37.514768,127.058483
Life Security,4,200,37.494753,127.084271
Life Security,1,41,37.493629,127.086217
Life Security,1,41,37.491705,127.087136
Life Security,1,41,37.491929,127.086637
Life Security,4,200,37.491469,127.085717
Life Security,1,41,37.491867,127.084591
Life Security,1,41,37.490453,127.085247
Life Security,1,200,37.490797,127.083155
Life Security,1,41,37.490588,127.081819
Child Protection,1,200,37.492856,127.081675
Life Security,1,200,37.491044,127.087555
Child Protection,1,200,37.49161,127.083226
Child Protection,1,200,37.493495,127.088209
Life Security,1,200,37.494082,127.08548
Disaster Detection,1,200,37.505455,127.068733
Disaster Detection,1,200,37.505231,127.067951
Disaster Detection,1,200,37.504793,127.067868
Disaster Detection,1,200,37.504526,127.067992
Disaster Detection,1,200,37.488248,127.106892
Disaster Detection,1,200,37.47253,127.117787
Disaster Detection,1,200,37.472438,127.117853
Life Security,1,200,37.518423,127.033035
Life Security,1,200,37.514569,127.037484
Life Security,1,200,37.517267,127.032097
Life Security,4,200,37.512131,127.037561
Life Security,1,200,37.511089,127.03971
Child Protection,4,200,37.512808,127.040177
Life Security,4,200,37.514075,127.040788
Life Security,3,200,37.512965,127.039425
Life Security,5,200,37.521393,127.038741
Life Security,5,200,37.519013,127.032732
Life Security,5,200,37.520141,127.032161
Life Security,4,200,37.511569,127.039068
Child Protection,4,200,37.512215,127.040395
Life Security,5,200,37.518563,127.039477
Life Security,4,200,37.518879,127.028665
Life Security,5,200,37.518773,127.03209
Child Protection,3,200,37.512198,127.039311
Child Protection,4,200,37.511872,127.034735
Life Security,3,200,37.509829,127.035007
Life Security,4,200,37.468285,127.097867
Life Security,4,200,37.471611,127.107795
Facility Management,1,41,37.487627,127.101558
